xtf_id,Name,HeatPotential_MWha,HeatSupplierCategory,_x,_y
586100,Rolle  (Aier),8000,12,2515939,1146211
587101,L'abbaye/Le Pont,900,12,2514700,1169151
587102,L'abbaye/Les Bioux,500,12,2510100,1163951
587200,Le Chenit,3700,12,2508150,1162151
587300,Le Lieu,400,12,2511850,1167251
588600,Montreux/Pierrier,31200,12,2557800,1143400
589000,Vevey/Aviron,41400,12,2553760,1145660
590200,Belmont-Sur-Yverdon,300,12,2537550,1177471
590300,Bioley-Magnoux,200,12,2544200,1175241
590700,Chavannes-Le-Chene,200,12,2549390,1180750
591000,Cronay,300,12,2543190,1178101
591100,Cuarny,200,12,2542730,1179521
591300,Donneloye,400,12,2544450,1177580
591400,Ependes,900,12,2536840,1177911
591900,Mathod,700,12,2533890,1179301
592100,Molondin,400,12,2547255,1179475
592300,Oppens,200,12,2543280,1173811
592400,Orges,200,12,2535410,1183981
592500,Orzens,200,12,2542770,1175821
592700,Prahins,200,12,2546050,1176001
593400,Valeyres-Sous-Ursins,400,12,2540375,1177376
593600,Villars-Sous-Champvent,500,12,2534800,1181771
593700,Vugelles-La Mothe,200,12,2534460,1186231
593800,Yverdon,26200,12,2539850,1181501
593900,Yvonand,2600,12,2546725,1183850
600200,Brig-Glis (Briglina),22100,12,2639500,1128600
600901,Simplon-Dorf,200,12,2647818,1116227
602200,Chamoson,2800,12,2584899,1115100
602300,Conthey/Erde,1500,12,2588519,1120400
602403,Nendaz (Bieudron),8100,12,2586324,1115350
602500,Vetroz,9800,12,2588149,1117700
603102,Bagnes/Profray,6200,12,2581649,1103500
605400,Binn,100,12,2657247,1134946
605700,Fiesch (Brunni),3400,12,2652860,1138060
608200,Ayent (Voos),3100,12,2597950,1123280
608400,Heremence,800,12,2598374,1114400
608500,Mase,200,12,2599149,1115650
608700,St-Martin/Village,500,12,2599799,1113600
610800,Guttet,300,12,2617385,1129725
610900,Inden,100,12,2614220,1131470
611000,Leuk (Radet),10700,12,2619150,1128750
611100,Leukerbad,1200,12,2614080,1135140
611600,Varen,500,12,2612640,1129280
613400,Iserables,700,12,2584899,1112050
613500,Leytron,2500,12,2581819,1114290
613600,Martigny,29600,12,2572559,1107120
613900,Riddes,2300,12,2582729,1113350
614000,Saillon,2000,12,2581313,1112624
614100,Saxon,4400,12,2578099,1110100
614200,Trient,100,12,2565576,1100995
615100,Champery,1000,12,2556700,1114100
615201,Collombey-Muraz,6400,12,2561680,1126232
615300,Monthey (Ciba-Geigy),15700,12,2564149,1123270
615400,Port-Valais,3000,12,2556249,1136200
615500,St-Gingolph,1400,12,2552099,1137578
615600,Troistorrents,3900,12,2561109,1121580
615801,Vionnaz/Torgon,300,12,2556899,1129800
615802,Vionnaz,1700,12,2559399,1129650
615900,Vouvry,3100,12,2557699,1132750
619200,Tennmattu/Blatten,200,12,2627838,1140113
619500,Ferden,200,12,2624270,1137241
619700,Kippel,300,12,2625555,1138445
620100,Unterbaech,300,12,2627800,1126650
620200,Wiler,500,12,2626340,1138919
621300,Evionnaz,5000,12,2568099,1113850
623300,Chandolin (Anniviers),2000,12,2610080,1121680
623900,Icogne,400,12,2599380,1126000
624801,Sierre/Noes,26400,12,2605200,1125100
624802,Sierre/Granges,10000,12,2601100,1122730
626601,Sion/Chateauneuf,27000,12,2590799,1118760
626603,Sion/Chandoline,12100,12,2594324,1118850
628200,Eisten,100,12,2635053,1116784
628500,Graechen,1100,12,2630180,1116120
628700,Randa/Brigmatte,1300,12,2626399,1105600
628900,Saas Balen (Saastal),2700,12,2636740,1113200
629200,St. Niklaus,1800,12,2628849,1115400
629300,Stalden,1900,12,2633600,1121450
629700,Visp (Lonza),10300,12,2632450,1127850
630000,Zermatt,4600,12,2624399,1097600
640200,Bevaix,3000,12,2552600,1197050
640400,La Cote-Aux-Fees,300,12,2528470,1191300
640600,Colombier (La Saunerie),21200,12,2556820,1202140
641300,Rochefort,600,12,2552950,1202350
641401,St-Aubin,3700,12,2549620,1193720
641402,Vaumarcus,200,12,2548280,1192170
642100,La-Chaux-De-Fonds,29800,12,2556000,1219451
642300,La Sagne,500,12,2551000,1209300
643100,Les Brenets,700,12,2543575,1212800
643200,La Brevine,200,12,2536600,1203470
643600,Le Locle,7800,12,2545575,1211025
643700,Les Ponts-De-Martel,800,12,2545920,1205032
645500,Le Landeron,7600,12,2572000,1211401
645700,Marin (Chatellenie-Ouest),12500,12,2568500,1206600
645800,Neuchatel,32300,12,2562570,1204930
647600,Sevaru,9400,12,2561665,1211053
650200,Boveresse,4500,12,2536850,1196450
650800,Noiraigue,400,12,2545800,1200530
651000,Travers,2900,12,2546600,1198300
660301,Avully/Gennecy,1100,12,2487999,1114000
661100,Chancy,6500,12,2486199,1111500
662002,Dardagny (Firmenich),2500,12,2488480,1116729
663801,Satigny (Nant D'avril),56000,12,2492099,1117300
664000,Thonex/Villette,39000,12,2503159,1115000
664301,Vernier/Aire,351200,12,2495899,1116850
664302,Vernier-Ouest (Givaudan),2800,12,2494999,1117900
670300,Bourrignon,200,12,2585070,1250546
670900,Courroux (Delemont Sede),28000,12,2595600,1248900
671300,Ederswiler,100,12,2591900,1252950
671400,Glovelier (La Roche),40,12,2578040,1240141
671700,Montsevelier,400,12,2604300,1245100
671800,Movelier,300,12,2590600,1250200
672200,Saulcy,200,12,2578000,1238831
674201,Les Bois  (Village),700,12,2558200,1225101
674300,Les Breuleux,1100,12,2568000,1228621
675000,Lajoux,400,12,2577500,1236801
675100,Montfaucon,400,12,2571700,1236501
675400,Le Noirmont,1300,12,2564440,1230301
675700,Saignelegier,1700,12,2565400,1234081
675800,Saint-Brais,100,12,2575950,1239451
675900,Soubey,100,12,2570898,1239649
677500,Bonfol (Sevebo),1000,12,2577550,1259201
677800,Bure,500,12,2567800,1256201
678900,Fahy,300,12,2564200,1252051
679300,Lugnez,800,12,2573650,1259731
679600,Montignez,200,12,2571880,1259761
680000,Porrentruy  (Sepe),12900,12,2573250,1253501
680400,St-Ursanne,500,12,2577700,1245351
376402,Valsot  (Martina),300,12,2830838,1197547
376401,Valsot  (Ramosch),300,12,2824345,1190628
376206,Scuol  (Sur En),20,12,2823251,1189525
376203,Scuol  (Ftan),400,12,2813819,1185602
376204,Scuol  (Ardez),300,12,2810470,1183703
376205,Scuol  (Guarda),100,12,2806531,1183260
374603,Zernez  (Lavin),200,12,2804321,1183240
374604,Zernez  (Susch),200,12,2802051,1181610
385105,Davos  (Wiesen),300,12,2774203,1174512
379201,Bregaglia  (Maloja),300,12,2774034,1141873
392105,Arosa  (Langwies),200,12,2772835,1187910
354302,Surses  (Bivio),100,12,2769251,1150220
392103,Arosa  (Molinis),400,12,2768961,1188460
354201,Albula /Alvra  (Alvaneu),900,12,2768651,1170750
379203,Bregaglia  (Vicosoprano),400,12,2767656,1135631
354202,Albula /Alvra  (Surava),200,12,2765781,1170240
392104,Arosa  (Lüen),200,12,2765298,1189038
379202,Bregaglia  (Stampa),200,12,2764701,1134280
354203,Albula /Alvra  (Tiefencastel),900,12,2762849,1170239
395501,Landquart,13600,12,2760751,1204052
327402,Sennwald,4200,12,2757255,1236485
372211,Domat/Ems  (Tuma Lunga),4700,12,2752342,1187925
367206,Safiental  (Tenna),100,12,2745481,1179240
367201,Safiental  (Versam),200,12,2745141,1184200
367205,Safiental  (Safien-Platz),100,12,2743761,1171880
369402,Splügen  (Medels I. Rh. ),40,12,2742321,1156500
367204,Safiental  (Valendas),200,12,2740326,1183830
361802,Lumnezia  (Cumbel),400,12,2734259,1176369
361808,Lumnezia  (Suraua),200,12,2734191,1174975
361801,Lumnezia  (Vella),300,12,2733007,1175561
361807,Lumnezia  (Degen),300,12,2732616,1174169
398802,Obersaxen Mundaun  (Flond),200,12,2732001,1181120
361901,Ilanz/Glion  (Rueun),800,12,2730261,1181787
361803,Lumnezia  (Lumbrein),200,12,2729881,1171399
398801,Obersaxen Mundaun  (Valata),700,12,2729451,1180613
361806,Lumnezia  (Cons),100,12,2726681,1167959
525400,Rancate  (Mendrisio),23100,12,2719260,1082966
331202,Benken,2100,12,2717623,1228714
523800,Medeglia  (Monteceneri),300,12,2717588,1108238
504901,Olivone  (Blenio),500,12,2715217,1153663
519201,Barbengo (Pian Scairolo),9200,12,2714435,1090274
507200,Cari'  (Faido),20,12,2706316,1149948
22602,Schlatt-Unterschlatt,300,12,2704721,1258320
22601,Schlatt-Waltenstein,300,12,2703535,1259227
507901,Varenzo  (Quinto),700,12,2698253,1151034
571100,Commugny,17200,12,2500981,1131200
