"Jahr","Gemeinde_Nr","Gemeinde","Messkategorie","Wert","Einheit"
2019,63,"Lufingen","Grundgebuehr",95,"CHF"
2018,63,"Lufingen","Grundgebuehr",95,"CHF"
2017,63,"Lufingen","Grundgebuehr",95,"CHF"
2016,63,"Lufingen","Grundgebuehr",95,"CHF"
2015,63,"Lufingen","Grundgebuehr",95,"CHF"
2014,63,"Lufingen","Grundgebuehr",95,"CHF"
2013,63,"Lufingen","Grundgebuehr",95,"CHF"
2012,63,"Lufingen","Grundgebuehr",105,"CHF"
2011,63,"Lufingen","Grundgebuehr",105,"CHF"
2010,63,"Lufingen","Grundgebuehr",105,"CHF"
2009,63,"Lufingen","Grundgebuehr",95,"CHF"
2008,63,"Lufingen","Grundgebuehr",95,"CHF"
2007,63,"Lufingen","Grundgebuehr",95,"CHF"
2006,63,"Lufingen","Grundgebuehr",105,"CHF"
2005,63,"Lufingen","Grundgebuehr",115,"CHF"
2004,63,"Lufingen","Grundgebuehr",115,"CHF"
2003,63,"Lufingen","Grundgebuehr",115,"CHF"
2002,63,"Lufingen","Grundgebuehr",115,"CHF"
2001,63,"Lufingen","Grundgebuehr",115,"CHF"
2000,63,"Lufingen","Grundgebuehr",115,"CHF"
2022,63,"Lufingen","35-L-Sack",1.65,"CHF"
2021,63,"Lufingen","35-L-Sack",1.65,"CHF"
2020,63,"Lufingen","35-L-Sack",1.65,"CHF"
2019,63,"Lufingen","35-L-Sack",1.65,"CHF"
2018,63,"Lufingen","35-L-Sack",1.65,"CHF"
2017,63,"Lufingen","35-L-Sack",1.65,"CHF"
2016,63,"Lufingen","35-L-Sack",1.65,"CHF"
2015,63,"Lufingen","35-L-Sack",1.8,"CHF"
2014,63,"Lufingen","35-L-Sack",1.8,"CHF"
2013,63,"Lufingen","35-L-Sack",1.8,"CHF"
2012,63,"Lufingen","35-L-Sack",1.8,"CHF"
2011,63,"Lufingen","35-L-Sack",1.8,"CHF"
2010,63,"Lufingen","35-L-Sack",1.8,"CHF"
2009,63,"Lufingen","35-L-Sack",1.8,"CHF"
2008,63,"Lufingen","35-L-Sack",1.8,"CHF"
2007,63,"Lufingen","35-L-Sack",1.8,"CHF"
2006,63,"Lufingen","35-L-Sack",1.8,"CHF"
2005,63,"Lufingen","35-L-Sack",2.1,"CHF"
2004,63,"Lufingen","35-L-Sack",2.1,"CHF"
2003,63,"Lufingen","35-L-Sack",2.1,"CHF"
2002,63,"Lufingen","35-L-Sack",2.5,"CHF"
2001,63,"Lufingen","35-L-Sack",2.5,"CHF"
2000,63,"Lufingen","35-L-Sack",2.5,"CHF"
2022,64,"Nürensdorf","Grundgebuehr",64.62,"CHF"
2021,64,"Nürensdorf","Grundgebuehr",64.62,"CHF"
2020,64,"Nürensdorf","Grundgebuehr",64.62,"CHF"
2019,64,"Nürensdorf","Grundgebuehr",129.25,"CHF"
2018,64,"Nürensdorf","Grundgebuehr",129.25,"CHF"
2017,64,"Nürensdorf","Grundgebuehr",129.6,"CHF"
2016,64,"Nürensdorf","Grundgebuehr",129.6,"CHF"
2015,64,"Nürensdorf","Grundgebuehr",129.6,"CHF"
2014,64,"Nürensdorf","Grundgebuehr",129.6,"CHF"
2013,64,"Nürensdorf","Grundgebuehr",129.6,"CHF"
2012,64,"Nürensdorf","Grundgebuehr",129.6,"CHF"
2011,64,"Nürensdorf","Grundgebuehr",129.6,"CHF"
2010,64,"Nürensdorf","Grundgebuehr",120,"CHF"
2009,64,"Nürensdorf","Grundgebuehr",129.1,"CHF"
2008,64,"Nürensdorf","Grundgebuehr",120,"CHF"
2007,64,"Nürensdorf","Grundgebuehr",120,"CHF"
2006,64,"Nürensdorf","Grundgebuehr",129.1,"CHF"
2005,64,"Nürensdorf","Grundgebuehr",129.1,"CHF"
2004,64,"Nürensdorf","Grundgebuehr",120,"CHF"
2003,64,"Nürensdorf","Grundgebuehr",120,"CHF"
2002,64,"Nürensdorf","Grundgebuehr",120,"CHF"
2001,64,"Nürensdorf","Grundgebuehr",60,"CHF"
2000,64,"Nürensdorf","Grundgebuehr",60,"CHF"
2022,64,"Nürensdorf","35-L-Sack",1.65,"CHF"
2021,64,"Nürensdorf","35-L-Sack",1.65,"CHF"
2020,64,"Nürensdorf","35-L-Sack",1.64,"CHF"
2019,64,"Nürensdorf","35-L-Sack",1.64,"CHF"
2018,64,"Nürensdorf","35-L-Sack",1.64,"CHF"
2017,64,"Nürensdorf","35-L-Sack",1.65,"CHF"
2016,64,"Nürensdorf","35-L-Sack",1.65,"CHF"
2015,64,"Nürensdorf","35-L-Sack",1.8,"CHF"
2014,64,"Nürensdorf","35-L-Sack",1.8,"CHF"
2013,64,"Nürensdorf","35-L-Sack",1.8,"CHF"
2012,64,"Nürensdorf","35-L-Sack",1.8,"CHF"
2011,64,"Nürensdorf","35-L-Sack",1.8,"CHF"
2010,64,"Nürensdorf","35-L-Sack",1.8,"CHF"
2009,64,"Nürensdorf","35-L-Sack",1.8,"CHF"
2008,64,"Nürensdorf","35-L-Sack",1.8,"CHF"
2007,64,"Nürensdorf","35-L-Sack",1.8,"CHF"
2006,64,"Nürensdorf","35-L-Sack",1.8,"CHF"
2005,64,"Nürensdorf","35-L-Sack",2.1,"CHF"
2004,64,"Nürensdorf","35-L-Sack",2.1,"CHF"
2003,64,"Nürensdorf","35-L-Sack",2.1,"CHF"
2002,64,"Nürensdorf","35-L-Sack",2.5,"CHF"
2001,64,"Nürensdorf","35-L-Sack",2.5,"CHF"
2000,64,"Nürensdorf","35-L-Sack",2.5,"CHF"
2022,65,"Oberembrach","Grundgebuehr",90,"CHF"
2021,65,"Oberembrach","Grundgebuehr",90,"CHF"
2020,65,"Oberembrach","Grundgebuehr",90,"CHF"
2019,65,"Oberembrach","Grundgebuehr",90,"CHF"
2018,65,"Oberembrach","Grundgebuehr",90,"CHF"
2017,65,"Oberembrach","Grundgebuehr",40,"CHF"
2016,65,"Oberembrach","Grundgebuehr",40,"CHF"
2015,65,"Oberembrach","Grundgebuehr",40,"CHF"
2014,65,"Oberembrach","Grundgebuehr",40,"CHF"
2013,65,"Oberembrach","Grundgebuehr",40,"CHF"
2012,65,"Oberembrach","Grundgebuehr",40,"CHF"
2011,65,"Oberembrach","Grundgebuehr",90,"CHF"
2010,65,"Oberembrach","Grundgebuehr",90,"CHF"
2009,65,"Oberembrach","Grundgebuehr",90,"CHF"
2008,65,"Oberembrach","Grundgebuehr",90,"CHF"
2007,65,"Oberembrach","Grundgebuehr",90,"CHF"
2006,65,"Oberembrach","Grundgebuehr",90,"CHF"
2005,65,"Oberembrach","Grundgebuehr",90,"CHF"
2004,65,"Oberembrach","Grundgebuehr",90,"CHF"
2003,65,"Oberembrach","Grundgebuehr",90,"CHF"
2002,65,"Oberembrach","Grundgebuehr",90,"CHF"
2001,65,"Oberembrach","Grundgebuehr",130,"CHF"
2000,65,"Oberembrach","Grundgebuehr",130,"CHF"
2022,65,"Oberembrach","35-L-Sack",1.65,"CHF"
2021,65,"Oberembrach","35-L-Sack",1.65,"CHF"
2020,65,"Oberembrach","35-L-Sack",1.65,"CHF"
2019,65,"Oberembrach","35-L-Sack",1.65,"CHF"
2018,65,"Oberembrach","35-L-Sack",1.65,"CHF"
2017,65,"Oberembrach","35-L-Sack",1.65,"CHF"
2016,65,"Oberembrach","35-L-Sack",1.65,"CHF"
2015,65,"Oberembrach","35-L-Sack",1.8,"CHF"
2014,65,"Oberembrach","35-L-Sack",1.8,"CHF"
2013,65,"Oberembrach","35-L-Sack",1.8,"CHF"
2012,65,"Oberembrach","35-L-Sack",1.8,"CHF"
2011,65,"Oberembrach","35-L-Sack",1.8,"CHF"
2010,65,"Oberembrach","35-L-Sack",1.8,"CHF"
2009,65,"Oberembrach","35-L-Sack",1.8,"CHF"
2008,65,"Oberembrach","35-L-Sack",1.8,"CHF"
2007,65,"Oberembrach","35-L-Sack",1.8,"CHF"
2006,65,"Oberembrach","35-L-Sack",1.8,"CHF"
2005,65,"Oberembrach","35-L-Sack",2.1,"CHF"
2004,65,"Oberembrach","35-L-Sack",2.1,"CHF"
2003,65,"Oberembrach","35-L-Sack",2.1,"CHF"
2002,65,"Oberembrach","35-L-Sack",2.5,"CHF"
2001,65,"Oberembrach","35-L-Sack",2.5,"CHF"
2000,65,"Oberembrach","35-L-Sack",2.5,"CHF"
2022,66,"Opfikon","Grundgebuehr",123,"CHF"
2021,66,"Opfikon","Grundgebuehr",123,"CHF"
2020,66,"Opfikon","Grundgebuehr",123,"CHF"
2019,66,"Opfikon","Grundgebuehr",132.45,"CHF"
2018,66,"Opfikon","Grundgebuehr",123,"CHF"
2017,66,"Opfikon","Grundgebuehr",123,"CHF"
2016,66,"Opfikon","Grundgebuehr",123,"CHF"
2015,66,"Opfikon","Grundgebuehr",123,"CHF"
2014,66,"Opfikon","Grundgebuehr",132.84,"CHF"
2013,66,"Opfikon","Grundgebuehr",132.84,"CHF"
2012,66,"Opfikon","Grundgebuehr",132.84,"CHF"
2011,66,"Opfikon","Grundgebuehr",132,"CHF"
2010,66,"Opfikon","Grundgebuehr",132,"CHF"
2009,66,"Opfikon","Grundgebuehr",132,"CHF"
2008,66,"Opfikon","Grundgebuehr",132,"CHF"
2007,66,"Opfikon","Grundgebuehr",123,"CHF"
2006,66,"Opfikon","Grundgebuehr",132,"CHF"
2005,66,"Opfikon","Grundgebuehr",132.35,"CHF"
2004,66,"Opfikon","Grundgebuehr",132.35,"CHF"
2003,66,"Opfikon","Grundgebuehr",132.35,"CHF"
2002,66,"Opfikon","Grundgebuehr",165.7,"CHF"
2001,66,"Opfikon","Grundgebuehr",165.7,"CHF"
2000,66,"Opfikon","Grundgebuehr",172,"CHF"
2022,66,"Opfikon","35-L-Sack",1.65,"CHF"
2021,66,"Opfikon","35-L-Sack",1.65,"CHF"
2020,66,"Opfikon","35-L-Sack",1.65,"CHF"
2019,66,"Opfikon","35-L-Sack",1.65,"CHF"
2018,66,"Opfikon","35-L-Sack",1.65,"CHF"
2017,66,"Opfikon","35-L-Sack",1.65,"CHF"
2016,66,"Opfikon","35-L-Sack",1.65,"CHF"
2015,66,"Opfikon","35-L-Sack",1.8,"CHF"
2014,66,"Opfikon","35-L-Sack",1.8,"CHF"
2013,66,"Opfikon","35-L-Sack",1.8,"CHF"
2012,66,"Opfikon","35-L-Sack",1.8,"CHF"
2011,66,"Opfikon","35-L-Sack",1.8,"CHF"
2010,66,"Opfikon","35-L-Sack",1.8,"CHF"
2009,66,"Opfikon","35-L-Sack",1.8,"CHF"
2008,66,"Opfikon","35-L-Sack",1.8,"CHF"
2007,66,"Opfikon","35-L-Sack",1.8,"CHF"
2006,66,"Opfikon","35-L-Sack",1.8,"CHF"
2005,66,"Opfikon","35-L-Sack",2.1,"CHF"
2004,66,"Opfikon","35-L-Sack",2.1,"CHF"
2003,66,"Opfikon","35-L-Sack",2.1,"CHF"
2002,66,"Opfikon","35-L-Sack",2.5,"CHF"
2001,66,"Opfikon","35-L-Sack",2.5,"CHF"
2000,66,"Opfikon","35-L-Sack",2.5,"CHF"
2022,67,"Rafz","35-L-Sack",0,"CHF"
2021,67,"Rafz","35-L-Sack",0,"CHF"
2020,67,"Rafz","Grundgebuehr",64.8,"CHF"
2019,67,"Rafz","Grundgebuehr",64.8,"CHF"
2018,67,"Rafz","Grundgebuehr",64.8,"CHF"
2017,67,"Rafz","Grundgebuehr",64.8,"CHF"
2016,67,"Rafz","Grundgebuehr",64.8,"CHF"
2015,67,"Rafz","Grundgebuehr",64.8,"CHF"
2014,67,"Rafz","Grundgebuehr",64.8,"CHF"
2013,67,"Rafz","Grundgebuehr",64.8,"CHF"
2012,67,"Rafz","Grundgebuehr",64.8,"CHF"
2011,67,"Rafz","Grundgebuehr",64.8,"CHF"
2010,67,"Rafz","Grundgebuehr",64.55,"CHF"
2009,67,"Rafz","Grundgebuehr",64.55,"CHF"
2008,67,"Rafz","Grundgebuehr",60,"CHF"
2007,67,"Rafz","Grundgebuehr",60,"CHF"
2006,67,"Rafz","Grundgebuehr",64.55,"CHF"
2005,67,"Rafz","Grundgebuehr",75.3,"CHF"
2004,67,"Rafz","Grundgebuehr",60,"CHF"
2003,67,"Rafz","Grundgebuehr",80,"CHF"
2002,67,"Rafz","Grundgebuehr",80,"CHF"
2001,67,"Rafz","Grundgebuehr",100,"CHF"
2000,67,"Rafz","Grundgebuehr",120,"CHF"
2022,67,"Rafz","35-L-Sack",1.65,"CHF"
2021,67,"Rafz","35-L-Sack",1.65,"CHF"
2020,67,"Rafz","35-L-Sack",1.65,"CHF"
2019,67,"Rafz","35-L-Sack",1.65,"CHF"
2018,67,"Rafz","35-L-Sack",1.65,"CHF"
2017,67,"Rafz","35-L-Sack",1.65,"CHF"
2016,67,"Rafz","35-L-Sack",1.65,"CHF"
2015,67,"Rafz","35-L-Sack",1.8,"CHF"
2014,67,"Rafz","35-L-Sack",1.8,"CHF"
2013,67,"Rafz","35-L-Sack",1.8,"CHF"
2012,67,"Rafz","35-L-Sack",1.8,"CHF"
2011,67,"Rafz","35-L-Sack",1.8,"CHF"
2010,67,"Rafz","35-L-Sack",1.8,"CHF"
2009,67,"Rafz","35-L-Sack",1.8,"CHF"
2008,67,"Rafz","35-L-Sack",1.8,"CHF"
2007,67,"Rafz","35-L-Sack",1.8,"CHF"
2006,67,"Rafz","35-L-Sack",1.8,"CHF"
2005,67,"Rafz","35-L-Sack",2.1,"CHF"
2004,67,"Rafz","35-L-Sack",2.1,"CHF"
2003,67,"Rafz","35-L-Sack",2.1,"CHF"
2002,67,"Rafz","35-L-Sack",2.5,"CHF"
2001,67,"Rafz","35-L-Sack",2.5,"CHF"
2000,67,"Rafz","35-L-Sack",2.5,"CHF"
2022,68,"Rorbas","Grundgebuehr",107.7,"CHF"
2021,68,"Rorbas","Grundgebuehr",107.7,"CHF"
2020,68,"Rorbas","Grundgebuehr",107.7,"CHF"
2019,68,"Rorbas","Grundgebuehr",108,"CHF"
2018,68,"Rorbas","Grundgebuehr",108,"CHF"
2017,68,"Rorbas","Grundgebuehr",100,"CHF"
2016,68,"Rorbas","Grundgebuehr",108,"CHF"
2015,68,"Rorbas","Grundgebuehr",129.6,"CHF"
2014,68,"Rorbas","Grundgebuehr",129.6,"CHF"
2013,68,"Rorbas","Grundgebuehr",129.6,"CHF"
2012,68,"Rorbas","Grundgebuehr",150,"CHF"
2011,68,"Rorbas","Grundgebuehr",161.4,"CHF"
2010,68,"Rorbas","Grundgebuehr",161.4,"CHF"
2009,68,"Rorbas","Grundgebuehr",161.4,"CHF"
2008,68,"Rorbas","Grundgebuehr",150,"CHF"
2007,68,"Rorbas","Grundgebuehr",150,"CHF"
2006,68,"Rorbas","Grundgebuehr",129.1,"CHF"
2005,68,"Rorbas","Grundgebuehr",129.1,"CHF"
2004,68,"Rorbas","Grundgebuehr",156,"CHF"
2003,68,"Rorbas","Grundgebuehr",156,"CHF"
2002,68,"Rorbas","Grundgebuehr",156,"CHF"
2001,68,"Rorbas","Grundgebuehr",156,"CHF"
2000,68,"Rorbas","Grundgebuehr",220,"CHF"
2022,68,"Rorbas","35-L-Sack",1.65,"CHF"
2021,68,"Rorbas","35-L-Sack",1.65,"CHF"
2020,68,"Rorbas","35-L-Sack",1.65,"CHF"
2019,68,"Rorbas","35-L-Sack",1.65,"CHF"
2018,68,"Rorbas","35-L-Sack",1.65,"CHF"
2017,68,"Rorbas","35-L-Sack",1.65,"CHF"
2016,68,"Rorbas","35-L-Sack",1.65,"CHF"
2015,68,"Rorbas","35-L-Sack",1.8,"CHF"
2014,68,"Rorbas","35-L-Sack",1.8,"CHF"
2013,68,"Rorbas","35-L-Sack",1.8,"CHF"
2012,68,"Rorbas","35-L-Sack",1.8,"CHF"
2011,68,"Rorbas","35-L-Sack",1.8,"CHF"
2010,68,"Rorbas","35-L-Sack",1.8,"CHF"
2009,68,"Rorbas","35-L-Sack",1.8,"CHF"
2008,68,"Rorbas","35-L-Sack",1.8,"CHF"
2007,68,"Rorbas","35-L-Sack",1.8,"CHF"
2006,68,"Rorbas","35-L-Sack",1.8,"CHF"
2005,68,"Rorbas","35-L-Sack",2.1,"CHF"
2004,68,"Rorbas","35-L-Sack",2.1,"CHF"
2003,68,"Rorbas","35-L-Sack",2.1,"CHF"
2002,68,"Rorbas","35-L-Sack",2.5,"CHF"
2001,68,"Rorbas","35-L-Sack",2.5,"CHF"
2000,68,"Rorbas","35-L-Sack",2.5,"CHF"
2022,69,"Wallisellen","Grundgebuehr",96.63,"CHF"
2021,69,"Wallisellen","Grundgebuehr",96.63,"CHF"
2020,69,"Wallisellen","Grundgebuehr",96.63,"CHF"
2019,69,"Wallisellen","Grundgebuehr",96.93,"CHF"
2018,69,"Wallisellen","Grundgebuehr",96.93,"CHF"
2017,69,"Wallisellen","Grundgebuehr",97.2,"CHF"
2016,69,"Wallisellen","Grundgebuehr",77.75,"CHF"
2015,69,"Wallisellen","Grundgebuehr",77.75,"CHF"
2014,69,"Wallisellen","Grundgebuehr",77.75,"CHF"
2013,69,"Wallisellen","Grundgebuehr",72,"CHF"
2012,69,"Wallisellen","Grundgebuehr",72,"CHF"
2011,69,"Wallisellen","Grundgebuehr",77.75,"CHF"
2010,69,"Wallisellen","Grundgebuehr",77.5,"CHF"
2009,69,"Wallisellen","Grundgebuehr",77.5,"CHF"
2008,69,"Wallisellen","Grundgebuehr",77.5,"CHF"
2007,69,"Wallisellen","Grundgebuehr",77.5,"CHF"
2006,69,"Wallisellen","Grundgebuehr",77.5,"CHF"
2005,69,"Wallisellen","Grundgebuehr",77.5,"CHF"
2004,69,"Wallisellen","Grundgebuehr",77.47,"CHF"
2003,69,"Wallisellen","Grundgebuehr",77.5,"CHF"
2002,69,"Wallisellen","Grundgebuehr",77.5,"CHF"
2001,69,"Wallisellen","Grundgebuehr",77.47,"CHF"
2000,69,"Wallisellen","Grundgebuehr",85,"CHF"
2022,69,"Wallisellen","35-L-Sack",1.85,"CHF"
2021,69,"Wallisellen","35-L-Sack",1.85,"CHF"
2020,69,"Wallisellen","35-L-Sack",1.85,"CHF"
2019,69,"Wallisellen","35-L-Sack",1.85,"CHF"
2018,69,"Wallisellen","35-L-Sack",1.85,"CHF"
2017,69,"Wallisellen","35-L-Sack",1.85,"CHF"
2016,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2015,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2014,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2013,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2012,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2011,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2010,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2009,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2008,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2007,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2006,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2005,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2004,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2003,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2002,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2001,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2000,69,"Wallisellen","35-L-Sack",2.3,"CHF"
2022,70,"Wasterkingen","Grundgebuehr",50,"CHF"
2021,70,"Wasterkingen","Grundgebuehr",50,"CHF"
2020,70,"Wasterkingen","Grundgebuehr",50,"CHF"
2019,70,"Wasterkingen","Grundgebuehr",50,"CHF"
2018,70,"Wasterkingen","Grundgebuehr",50,"CHF"
2017,70,"Wasterkingen","Grundgebuehr",50,"CHF"
2016,70,"Wasterkingen","Grundgebuehr",65,"CHF"
2015,70,"Wasterkingen","35-L-Sack",0,"CHF"
2014,70,"Wasterkingen","Grundgebuehr",65,"CHF"
2013,70,"Wasterkingen","Grundgebuehr",65,"CHF"
2012,70,"Wasterkingen","Grundgebuehr",65,"CHF"
2011,70,"Wasterkingen","Grundgebuehr",130,"CHF"
2010,70,"Wasterkingen","Grundgebuehr",130,"CHF"
2009,70,"Wasterkingen","Grundgebuehr",130,"CHF"
2008,70,"Wasterkingen","Grundgebuehr",100,"CHF"
2007,70,"Wasterkingen","Grundgebuehr",100,"CHF"
2006,70,"Wasterkingen","Grundgebuehr",100,"CHF"
2005,70,"Wasterkingen","Grundgebuehr",100,"CHF"
2004,70,"Wasterkingen","Grundgebuehr",100,"CHF"
2003,70,"Wasterkingen","Grundgebuehr",100,"CHF"
2002,70,"Wasterkingen","Grundgebuehr",85,"CHF"
2001,70,"Wasterkingen","Grundgebuehr",100,"CHF"
2000,70,"Wasterkingen","Grundgebuehr",220,"CHF"
2022,70,"Wasterkingen","35-L-Sack",1.65,"CHF"
2021,70,"Wasterkingen","35-L-Sack",1.65,"CHF"
2020,70,"Wasterkingen","35-L-Sack",1.65,"CHF"
2019,70,"Wasterkingen","35-L-Sack",1.65,"CHF"
2018,70,"Wasterkingen","35-L-Sack",1.65,"CHF"
2017,70,"Wasterkingen","35-L-Sack",1.65,"CHF"
2016,70,"Wasterkingen","35-L-Sack",1.8,"CHF"
2015,70,"Wasterkingen","35-L-Sack",1.8,"CHF"
2014,70,"Wasterkingen","35-L-Sack",1.8,"CHF"
2013,70,"Wasterkingen","35-L-Sack",1.8,"CHF"
2012,70,"Wasterkingen","35-L-Sack",1.8,"CHF"
2011,70,"Wasterkingen","35-L-Sack",1.8,"CHF"
2010,70,"Wasterkingen","35-L-Sack",1.8,"CHF"
2009,70,"Wasterkingen","35-L-Sack",1.8,"CHF"
2008,70,"Wasterkingen","35-L-Sack",1.8,"CHF"
2007,70,"Wasterkingen","35-L-Sack",1.8,"CHF"
2006,70,"Wasterkingen","35-L-Sack",1.8,"CHF"
2005,70,"Wasterkingen","35-L-Sack",2.1,"CHF"
2004,70,"Wasterkingen","35-L-Sack",2.1,"CHF"
2003,70,"Wasterkingen","35-L-Sack",2.1,"CHF"
2002,70,"Wasterkingen","35-L-Sack",2.5,"CHF"
2001,70,"Wasterkingen","35-L-Sack",2.5,"CHF"
2000,70,"Wasterkingen","35-L-Sack",2.5,"CHF"
2022,71,"Wil","Grundgebuehr",200,"CHF"
2021,71,"Wil","Grundgebuehr",165,"CHF"
2020,71,"Wil","Grundgebuehr",165,"CHF"
2019,71,"Wil","Grundgebuehr",165,"CHF"
2018,71,"Wil","Grundgebuehr",165,"CHF"
2017,71,"Wil","Grundgebuehr",110,"CHF"
2016,71,"Wil","Grundgebuehr",110,"CHF"
2015,71,"Wil","Grundgebuehr",110,"CHF"
2014,71,"Wil","Grundgebuehr",110,"CHF"
2013,71,"Wil","Grundgebuehr",110,"CHF"
2012,71,"Wil","Grundgebuehr",220,"CHF"
2011,71,"Wil","Grundgebuehr",220,"CHF"
2010,71,"Wil","Grundgebuehr",220,"CHF"
2009,71,"Wil","Grundgebuehr",220,"CHF"
2008,71,"Wil","Grundgebuehr",220,"CHF"
2007,71,"Wil","Grundgebuehr",220,"CHF"
2006,71,"Wil","Grundgebuehr",100,"CHF"
2005,71,"Wil","Grundgebuehr",100,"CHF"
2004,71,"Wil","Grundgebuehr",100,"CHF"
2003,71,"Wil","Grundgebuehr",100,"CHF"
2002,71,"Wil","Grundgebuehr",100,"CHF"
2001,71,"Wil","Grundgebuehr",140,"CHF"
2000,71,"Wil","Grundgebuehr",129,"CHF"
2022,71,"Wil","35-L-Sack",1.65,"CHF"
2021,71,"Wil","35-L-Sack",1.65,"CHF"
2020,71,"Wil","35-L-Sack",1.65,"CHF"
2019,71,"Wil","35-L-Sack",1.65,"CHF"
2018,71,"Wil","35-L-Sack",1.65,"CHF"
2017,71,"Wil","35-L-Sack",1.65,"CHF"
2016,71,"Wil","35-L-Sack",1.65,"CHF"
2015,71,"Wil","35-L-Sack",1.8,"CHF"
2014,71,"Wil","35-L-Sack",1.8,"CHF"
2013,71,"Wil","35-L-Sack",2.1,"CHF"
2012,71,"Wil","35-L-Sack",2.1,"CHF"
2011,71,"Wil","35-L-Sack",2.1,"CHF"
2010,71,"Wil","35-L-Sack",2.1,"CHF"
2009,71,"Wil","35-L-Sack",2.1,"CHF"
2008,71,"Wil","35-L-Sack",2.1,"CHF"
2007,71,"Wil","35-L-Sack",2.1,"CHF"
2006,71,"Wil","35-L-Sack",2.1,"CHF"
2005,71,"Wil","35-L-Sack",2.1,"CHF"
2004,71,"Wil","35-L-Sack",2.1,"CHF"
2003,71,"Wil","35-L-Sack",2.1,"CHF"
2002,71,"Wil","35-L-Sack",2.5,"CHF"
2001,71,"Wil","35-L-Sack",2.5,"CHF"
2000,71,"Wil","35-L-Sack",2.5,"CHF"
2022,72,"Winkel","Grundgebuehr",70,"CHF"
2021,72,"Winkel","Grundgebuehr",70,"CHF"
2020,72,"Winkel","Grundgebuehr",70,"CHF"
2019,72,"Winkel","Grundgebuehr",70,"CHF"
2018,72,"Winkel","Grundgebuehr",75.39,"CHF"
2017,72,"Winkel","Grundgebuehr",75.6,"CHF"
2016,72,"Winkel","Grundgebuehr",70,"CHF"
2015,72,"Winkel","Grundgebuehr",70,"CHF"
2014,72,"Winkel","Grundgebuehr",130,"CHF"
2013,72,"Winkel","Grundgebuehr",130,"CHF"
2012,72,"Winkel","Grundgebuehr",130,"CHF"
2011,72,"Winkel","Grundgebuehr",130,"CHF"
2010,72,"Winkel","Grundgebuehr",130,"CHF"
2009,72,"Winkel","Grundgebuehr",204.45,"CHF"
2008,72,"Winkel","Grundgebuehr",190,"CHF"
2007,72,"Winkel","Grundgebuehr",190,"CHF"
2006,72,"Winkel","Grundgebuehr",190,"CHF"
2005,72,"Winkel","Grundgebuehr",204.44,"CHF"
2004,72,"Winkel","Grundgebuehr",204.45,"CHF"
2003,72,"Winkel","Grundgebuehr",190,"CHF"
2002,72,"Winkel","Grundgebuehr",220,"CHF"
2001,72,"Winkel","Grundgebuehr",250,"CHF"
2000,72,"Winkel","Grundgebuehr",100,"CHF"
2022,72,"Winkel","35-L-Sack",1.65,"CHF"
2021,72,"Winkel","35-L-Sack",1.65,"CHF"
2020,72,"Winkel","35-L-Sack",1.65,"CHF"
2019,72,"Winkel","35-L-Sack",1.65,"CHF"
2018,72,"Winkel","35-L-Sack",1.65,"CHF"
2017,72,"Winkel","35-L-Sack",1.65,"CHF"
2016,72,"Winkel","35-L-Sack",1.65,"CHF"
2015,72,"Winkel","35-L-Sack",1.8,"CHF"
2014,72,"Winkel","35-L-Sack",1.8,"CHF"
2013,72,"Winkel","35-L-Sack",1.8,"CHF"
2012,72,"Winkel","35-L-Sack",1.8,"CHF"
2011,72,"Winkel","35-L-Sack",1.8,"CHF"
2010,72,"Winkel","35-L-Sack",1.8,"CHF"
2009,72,"Winkel","35-L-Sack",1.8,"CHF"
2008,72,"Winkel","35-L-Sack",1.8,"CHF"
2007,72,"Winkel","35-L-Sack",1.8,"CHF"
2006,72,"Winkel","35-L-Sack",1.8,"CHF"
2005,72,"Winkel","35-L-Sack",2.1,"CHF"
2004,72,"Winkel","35-L-Sack",2.1,"CHF"
2003,72,"Winkel","35-L-Sack",2.1,"CHF"
2002,72,"Winkel","35-L-Sack",2.5,"CHF"
2001,72,"Winkel","35-L-Sack",2.5,"CHF"
2000,72,"Winkel","35-L-Sack",2.5,"CHF"
2022,81,"Bachs","Grundgebuehr",80,"CHF"
2021,81,"Bachs","Grundgebuehr",80,"CHF"
2020,81,"Bachs","Grundgebuehr",80,"CHF"
2019,81,"Bachs","Grundgebuehr",80,"CHF"
2018,81,"Bachs","Grundgebuehr",80,"CHF"
2017,81,"Bachs","Grundgebuehr",80,"CHF"
2016,81,"Bachs","Grundgebuehr",80,"CHF"
2015,81,"Bachs","Grundgebuehr",80,"CHF"
