"Jahr","Gemeinde_Nr","Gemeinde","Messkategorie","Wert","Einheit"
2017,53,"Bülach","Grundgebuehr",103.7,"CHF"
2016,53,"Bülach","Grundgebuehr",103.7,"CHF"
2015,53,"Bülach","Grundgebuehr",32.4,"CHF"
2014,53,"Bülach","Grundgebuehr",32.4,"CHF"
2013,53,"Bülach","Grundgebuehr",32.4,"CHF"
2012,53,"Bülach","Grundgebuehr",32.4,"CHF"
2011,53,"Bülach","Grundgebuehr",30,"CHF"
2010,53,"Bülach","Grundgebuehr",32.4,"CHF"
2009,53,"Bülach","Grundgebuehr",101.15,"CHF"
2008,53,"Bülach","Grundgebuehr",94,"CHF"
2007,53,"Bülach","Grundgebuehr",94,"CHF"
2006,53,"Bülach","Grundgebuehr",161.4,"CHF"
2005,53,"Bülach","Grundgebuehr",154.8,"CHF"
2004,53,"Bülach","Grundgebuehr",154.8,"CHF"
2003,53,"Bülach","Grundgebuehr",153.35,"CHF"
2002,53,"Bülach","Grundgebuehr",154.8,"CHF"
2001,53,"Bülach","Grundgebuehr",154.8,"CHF"
2000,53,"Bülach","Grundgebuehr",191.7,"CHF"
2022,53,"Bülach","35-L-Sack",1.65,"CHF"
2021,53,"Bülach","35-L-Sack",1.65,"CHF"
2020,53,"Bülach","35-L-Sack",1.65,"CHF"
2019,53,"Bülach","35-L-Sack",1.65,"CHF"
2018,53,"Bülach","35-L-Sack",1.65,"CHF"
2017,53,"Bülach","35-L-Sack",1.65,"CHF"
2016,53,"Bülach","35-L-Sack",1.65,"CHF"
2015,53,"Bülach","35-L-Sack",1.8,"CHF"
2014,53,"Bülach","35-L-Sack",1.8,"CHF"
2013,53,"Bülach","35-L-Sack",1.8,"CHF"
2012,53,"Bülach","35-L-Sack",1.8,"CHF"
2011,53,"Bülach","35-L-Sack",1.8,"CHF"
2010,53,"Bülach","35-L-Sack",1.8,"CHF"
2009,53,"Bülach","35-L-Sack",1.8,"CHF"
2008,53,"Bülach","35-L-Sack",1.8,"CHF"
2007,53,"Bülach","35-L-Sack",1.8,"CHF"
2006,53,"Bülach","35-L-Sack",1.8,"CHF"
2005,53,"Bülach","35-L-Sack",2.1,"CHF"
2004,53,"Bülach","35-L-Sack",2.1,"CHF"
2003,53,"Bülach","35-L-Sack",2.1,"CHF"
2002,53,"Bülach","35-L-Sack",2.5,"CHF"
2001,53,"Bülach","35-L-Sack",2.5,"CHF"
2000,53,"Bülach","35-L-Sack",2.5,"CHF"
2022,54,"Dietlikon","Grundgebuehr",105,"CHF"
2021,54,"Dietlikon","Grundgebuehr",105,"CHF"
2020,54,"Dietlikon","Grundgebuehr",105,"CHF"
2019,54,"Dietlikon","Grundgebuehr",105,"CHF"
2018,54,"Dietlikon","Grundgebuehr",105,"CHF"
2017,54,"Dietlikon","Grundgebuehr",105,"CHF"
2016,54,"Dietlikon","Grundgebuehr",105,"CHF"
2015,54,"Dietlikon","Grundgebuehr",116,"CHF"
2014,54,"Dietlikon","Grundgebuehr",116,"CHF"
2013,54,"Dietlikon","Grundgebuehr",116,"CHF"
2012,54,"Dietlikon","Grundgebuehr",120,"CHF"
2011,54,"Dietlikon","Grundgebuehr",120,"CHF"
2010,54,"Dietlikon","Grundgebuehr",138,"CHF"
2009,54,"Dietlikon","Grundgebuehr",138,"CHF"
2008,54,"Dietlikon","Grundgebuehr",142,"CHF"
2007,54,"Dietlikon","Grundgebuehr",142,"CHF"
2006,54,"Dietlikon","Grundgebuehr",142,"CHF"
2005,54,"Dietlikon","Grundgebuehr",150,"CHF"
2004,54,"Dietlikon","Grundgebuehr",150,"CHF"
2003,54,"Dietlikon","Grundgebuehr",150,"CHF"
2002,54,"Dietlikon","Grundgebuehr",170,"CHF"
2001,54,"Dietlikon","Grundgebuehr",200,"CHF"
2000,54,"Dietlikon","Grundgebuehr",210,"CHF"
2022,54,"Dietlikon","35-L-Sack",1.65,"CHF"
2021,54,"Dietlikon","35-L-Sack",1.65,"CHF"
2020,54,"Dietlikon","35-L-Sack",1.65,"CHF"
2019,54,"Dietlikon","35-L-Sack",1.65,"CHF"
2018,54,"Dietlikon","35-L-Sack",1.65,"CHF"
2017,54,"Dietlikon","35-L-Sack",1.65,"CHF"
2016,54,"Dietlikon","35-L-Sack",1.65,"CHF"
2015,54,"Dietlikon","35-L-Sack",1.8,"CHF"
2014,54,"Dietlikon","35-L-Sack",1.8,"CHF"
2013,54,"Dietlikon","35-L-Sack",1.8,"CHF"
2012,54,"Dietlikon","35-L-Sack",1.8,"CHF"
2011,54,"Dietlikon","35-L-Sack",1.8,"CHF"
2010,54,"Dietlikon","35-L-Sack",1.9,"CHF"
2009,54,"Dietlikon","35-L-Sack",1.9,"CHF"
2008,54,"Dietlikon","35-L-Sack",1.9,"CHF"
2007,54,"Dietlikon","35-L-Sack",1.9,"CHF"
2006,54,"Dietlikon","35-L-Sack",1.9,"CHF"
2005,54,"Dietlikon","35-L-Sack",1.7,"CHF"
2004,54,"Dietlikon","35-L-Sack",1.7,"CHF"
2003,54,"Dietlikon","35-L-Sack",1.7,"CHF"
2002,54,"Dietlikon","35-L-Sack",1.8,"CHF"
2001,54,"Dietlikon","35-L-Sack",1.8,"CHF"
2000,54,"Dietlikon","35-L-Sack",2,"CHF"
2022,55,"Eglisau","Grundgebuehr",86.15,"CHF"
2021,55,"Eglisau","Grundgebuehr",86.15,"CHF"
2020,55,"Eglisau","Grundgebuehr",86.15,"CHF"
2019,55,"Eglisau","Grundgebuehr",86.15,"CHF"
2018,55,"Eglisau","Grundgebuehr",86.15,"CHF"
2017,55,"Eglisau","35-L-Sack",0,"CHF"
2016,55,"Eglisau","35-L-Sack",0,"CHF"
2015,55,"Eglisau","35-L-Sack",0,"CHF"
2014,55,"Eglisau","35-L-Sack",0,"CHF"
2013,55,"Eglisau","35-L-Sack",0,"CHF"
2012,55,"Eglisau","35-L-Sack",0,"CHF"
2011,55,"Eglisau","Grundgebuehr",64.8,"CHF"
2010,55,"Eglisau","Grundgebuehr",64.55,"CHF"
2009,55,"Eglisau","Grundgebuehr",64.55,"CHF"
2008,55,"Eglisau","Grundgebuehr",64.55,"CHF"
2007,55,"Eglisau","Grundgebuehr",64.55,"CHF"
2006,55,"Eglisau","Grundgebuehr",60,"CHF"
2005,55,"Eglisau","Grundgebuehr",64.55,"CHF"
2004,55,"Eglisau","Grundgebuehr",64.55,"CHF"
2003,55,"Eglisau","Grundgebuehr",64.55,"CHF"
2002,55,"Eglisau","Grundgebuehr",145,"CHF"
2001,55,"Eglisau","Grundgebuehr",145.25,"CHF"
2000,55,"Eglisau","Grundgebuehr",145.15,"CHF"
2022,55,"Eglisau","35-L-Sack",1.65,"CHF"
2021,55,"Eglisau","35-L-Sack",1.65,"CHF"
2020,55,"Eglisau","35-L-Sack",1.65,"CHF"
2019,55,"Eglisau","35-L-Sack",1.65,"CHF"
2018,55,"Eglisau","35-L-Sack",1.65,"CHF"
2017,55,"Eglisau","35-L-Sack",1.65,"CHF"
2016,55,"Eglisau","35-L-Sack",1.65,"CHF"
2015,55,"Eglisau","35-L-Sack",1.8,"CHF"
2014,55,"Eglisau","35-L-Sack",1.8,"CHF"
2013,55,"Eglisau","35-L-Sack",1.8,"CHF"
2012,55,"Eglisau","35-L-Sack",1.8,"CHF"
2011,55,"Eglisau","35-L-Sack",1.8,"CHF"
2010,55,"Eglisau","35-L-Sack",2.1,"CHF"
2009,55,"Eglisau","35-L-Sack",1.8,"CHF"
2008,55,"Eglisau","35-L-Sack",1.8,"CHF"
2007,55,"Eglisau","35-L-Sack",1.8,"CHF"
2006,55,"Eglisau","35-L-Sack",1.8,"CHF"
2005,55,"Eglisau","35-L-Sack",2.1,"CHF"
2004,55,"Eglisau","35-L-Sack",2.1,"CHF"
2003,55,"Eglisau","35-L-Sack",2.1,"CHF"
2002,55,"Eglisau","35-L-Sack",2.5,"CHF"
2001,55,"Eglisau","35-L-Sack",2.5,"CHF"
2000,55,"Eglisau","35-L-Sack",2.5,"CHF"
2022,56,"Embrach","Grundgebuehr",135,"CHF"
2021,56,"Embrach","Grundgebuehr",135,"CHF"
2020,56,"Embrach","Grundgebuehr",135,"CHF"
2019,56,"Embrach","Grundgebuehr",135,"CHF"
2018,56,"Embrach","Grundgebuehr",135,"CHF"
2017,56,"Embrach","Grundgebuehr",135,"CHF"
2016,56,"Embrach","Grundgebuehr",135,"CHF"
2015,56,"Embrach","Grundgebuehr",135,"CHF"
2014,56,"Embrach","Grundgebuehr",135,"CHF"
2013,56,"Embrach","Grundgebuehr",135,"CHF"
2012,56,"Embrach","Grundgebuehr",135,"CHF"
2011,56,"Embrach","Grundgebuehr",135,"CHF"
2010,56,"Embrach","Grundgebuehr",134.5,"CHF"
2009,56,"Embrach","Grundgebuehr",134.5,"CHF"
2008,56,"Embrach","Grundgebuehr",156,"CHF"
2007,56,"Embrach","Grundgebuehr",156,"CHF"
2006,56,"Embrach","Grundgebuehr",156,"CHF"
2005,56,"Embrach","Grundgebuehr",156,"CHF"
2004,56,"Embrach","Grundgebuehr",156,"CHF"
2003,56,"Embrach","Grundgebuehr",156,"CHF"
2002,56,"Embrach","Grundgebuehr",156,"CHF"
2001,56,"Embrach","Grundgebuehr",172.15,"CHF"
2000,56,"Embrach","Grundgebuehr",172,"CHF"
2022,56,"Embrach","35-L-Sack",1.65,"CHF"
2021,56,"Embrach","35-L-Sack",1.65,"CHF"
2020,56,"Embrach","35-L-Sack",1.65,"CHF"
2019,56,"Embrach","35-L-Sack",1.65,"CHF"
2018,56,"Embrach","35-L-Sack",1.65,"CHF"
2017,56,"Embrach","35-L-Sack",1.65,"CHF"
2016,56,"Embrach","35-L-Sack",1.65,"CHF"
2015,56,"Embrach","35-L-Sack",1.8,"CHF"
2014,56,"Embrach","35-L-Sack",1.8,"CHF"
2013,56,"Embrach","35-L-Sack",1.8,"CHF"
2012,56,"Embrach","35-L-Sack",1.8,"CHF"
2011,56,"Embrach","35-L-Sack",1.8,"CHF"
2010,56,"Embrach","35-L-Sack",1.8,"CHF"
2009,56,"Embrach","35-L-Sack",1.8,"CHF"
2008,56,"Embrach","35-L-Sack",1.8,"CHF"
2007,56,"Embrach","35-L-Sack",1.8,"CHF"
2006,56,"Embrach","35-L-Sack",1.8,"CHF"
2005,56,"Embrach","35-L-Sack",2.1,"CHF"
2004,56,"Embrach","35-L-Sack",2.1,"CHF"
2003,56,"Embrach","35-L-Sack",2.1,"CHF"
2002,56,"Embrach","35-L-Sack",2.5,"CHF"
2001,56,"Embrach","35-L-Sack",2.5,"CHF"
2000,56,"Embrach","35-L-Sack",2.5,"CHF"
2022,57,"Freienstein-Teufen","Grundgebuehr",118.45,"CHF"
2021,57,"Freienstein-Teufen","Grundgebuehr",118.45,"CHF"
2020,57,"Freienstein-Teufen","Grundgebuehr",118.47,"CHF"
2019,57,"Freienstein-Teufen","Grundgebuehr",110,"CHF"
2018,57,"Freienstein-Teufen","Grundgebuehr",110,"CHF"
2017,57,"Freienstein-Teufen","Grundgebuehr",110,"CHF"
2016,57,"Freienstein-Teufen","Grundgebuehr",110,"CHF"
2015,57,"Freienstein-Teufen","Grundgebuehr",118.8,"CHF"
2014,57,"Freienstein-Teufen","Grundgebuehr",118.8,"CHF"
2013,57,"Freienstein-Teufen","Grundgebuehr",118.8,"CHF"
2012,57,"Freienstein-Teufen","Grundgebuehr",118.8,"CHF"
2011,57,"Freienstein-Teufen","Grundgebuehr",118.35,"CHF"
2010,57,"Freienstein-Teufen","Grundgebuehr",118.35,"CHF"
2009,57,"Freienstein-Teufen","Grundgebuehr",118.35,"CHF"
2008,57,"Freienstein-Teufen","Grundgebuehr",118.35,"CHF"
2007,57,"Freienstein-Teufen","Grundgebuehr",118.35,"CHF"
2006,57,"Freienstein-Teufen","Grundgebuehr",118.35,"CHF"
2005,57,"Freienstein-Teufen","Grundgebuehr",118.35,"CHF"
2004,57,"Freienstein-Teufen","Grundgebuehr",110,"CHF"
2003,57,"Freienstein-Teufen","Grundgebuehr",140,"CHF"
2002,57,"Freienstein-Teufen","Grundgebuehr",150.6,"CHF"
2001,57,"Freienstein-Teufen","Grundgebuehr",150.64,"CHF"
2000,57,"Freienstein-Teufen","Grundgebuehr",140,"CHF"
2022,57,"Freienstein-Teufen","35-L-Sack",1.65,"CHF"
2021,57,"Freienstein-Teufen","35-L-Sack",1.65,"CHF"
2020,57,"Freienstein-Teufen","35-L-Sack",1.65,"CHF"
2019,57,"Freienstein-Teufen","35-L-Sack",1.65,"CHF"
2018,57,"Freienstein-Teufen","35-L-Sack",1.65,"CHF"
2017,57,"Freienstein-Teufen","35-L-Sack",1.65,"CHF"
2016,57,"Freienstein-Teufen","35-L-Sack",1.65,"CHF"
2015,57,"Freienstein-Teufen","35-L-Sack",1.8,"CHF"
2014,57,"Freienstein-Teufen","35-L-Sack",1.8,"CHF"
2013,57,"Freienstein-Teufen","35-L-Sack",1.8,"CHF"
2012,57,"Freienstein-Teufen","35-L-Sack",1.8,"CHF"
2011,57,"Freienstein-Teufen","35-L-Sack",1.8,"CHF"
2010,57,"Freienstein-Teufen","35-L-Sack",1.8,"CHF"
2009,57,"Freienstein-Teufen","35-L-Sack",1.8,"CHF"
2008,57,"Freienstein-Teufen","35-L-Sack",1.8,"CHF"
2007,57,"Freienstein-Teufen","35-L-Sack",1.8,"CHF"
2006,57,"Freienstein-Teufen","35-L-Sack",1.8,"CHF"
2005,57,"Freienstein-Teufen","35-L-Sack",2.1,"CHF"
2004,57,"Freienstein-Teufen","35-L-Sack",2.1,"CHF"
2003,57,"Freienstein-Teufen","35-L-Sack",2.1,"CHF"
2002,57,"Freienstein-Teufen","35-L-Sack",2.5,"CHF"
2001,57,"Freienstein-Teufen","35-L-Sack",2.5,"CHF"
2000,57,"Freienstein-Teufen","35-L-Sack",2.5,"CHF"
2022,58,"Glattfelden","Grundgebuehr",107.7,"CHF"
2021,58,"Glattfelden","Grundgebuehr",107.7,"CHF"
2020,58,"Glattfelden","Grundgebuehr",54,"CHF"
2019,58,"Glattfelden","Grundgebuehr",54,"CHF"
2018,58,"Glattfelden","Grundgebuehr",54,"CHF"
2017,58,"Glattfelden","Grundgebuehr",91.8,"CHF"
2016,58,"Glattfelden","Grundgebuehr",91.8,"CHF"
2015,58,"Glattfelden","Grundgebuehr",91.8,"CHF"
2014,58,"Glattfelden","Grundgebuehr",91.8,"CHF"
2013,58,"Glattfelden","Grundgebuehr",91.8,"CHF"
2012,58,"Glattfelden","Grundgebuehr",91.8,"CHF"
2011,58,"Glattfelden","Grundgebuehr",91.46,"CHF"
2010,58,"Glattfelden","Grundgebuehr",91.46,"CHF"
2009,58,"Glattfelden","Grundgebuehr",91.45,"CHF"
2008,58,"Glattfelden","Grundgebuehr",91.45,"CHF"
2007,58,"Glattfelden","Grundgebuehr",91.45,"CHF"
2006,58,"Glattfelden","Grundgebuehr",85,"CHF"
2005,58,"Glattfelden","Grundgebuehr",91.45,"CHF"
2004,58,"Glattfelden","Grundgebuehr",70,"CHF"
2003,58,"Glattfelden","Grundgebuehr",65,"CHF"
2002,58,"Glattfelden","Grundgebuehr",70,"CHF"
2001,58,"Glattfelden","Grundgebuehr",70,"CHF"
2000,58,"Glattfelden","Grundgebuehr",70,"CHF"
2022,58,"Glattfelden","35-L-Sack",1.65,"CHF"
2021,58,"Glattfelden","35-L-Sack",1.65,"CHF"
2020,58,"Glattfelden","35-L-Sack",1.6,"CHF"
2019,58,"Glattfelden","35-L-Sack",1.65,"CHF"
2018,58,"Glattfelden","35-L-Sack",1.65,"CHF"
2017,58,"Glattfelden","35-L-Sack",1.65,"CHF"
2016,58,"Glattfelden","35-L-Sack",1.65,"CHF"
2015,58,"Glattfelden","35-L-Sack",1.8,"CHF"
2014,58,"Glattfelden","35-L-Sack",1.8,"CHF"
2013,58,"Glattfelden","35-L-Sack",1.8,"CHF"
2012,58,"Glattfelden","35-L-Sack",1.8,"CHF"
2011,58,"Glattfelden","35-L-Sack",1.8,"CHF"
2010,58,"Glattfelden","35-L-Sack",1.8,"CHF"
2009,58,"Glattfelden","35-L-Sack",2.1,"CHF"
2008,58,"Glattfelden","35-L-Sack",2.1,"CHF"
2007,58,"Glattfelden","35-L-Sack",2.1,"CHF"
2006,58,"Glattfelden","35-L-Sack",2.1,"CHF"
2005,58,"Glattfelden","35-L-Sack",2.1,"CHF"
2004,58,"Glattfelden","35-L-Sack",2.1,"CHF"
2003,58,"Glattfelden","35-L-Sack",2.1,"CHF"
2002,58,"Glattfelden","35-L-Sack",2.5,"CHF"
2001,58,"Glattfelden","35-L-Sack",2.5,"CHF"
2000,58,"Glattfelden","35-L-Sack",2.5,"CHF"
2022,59,"Hochfelden","Grundgebuehr",50,"CHF"
2021,59,"Hochfelden","Grundgebuehr",50,"CHF"
2020,59,"Hochfelden","Grundgebuehr",75,"CHF"
2019,59,"Hochfelden","Grundgebuehr",75,"CHF"
2018,59,"Hochfelden","Grundgebuehr",75,"CHF"
2017,59,"Hochfelden","Grundgebuehr",50,"CHF"
2016,59,"Hochfelden","Grundgebuehr",75,"CHF"
2015,59,"Hochfelden","Grundgebuehr",75,"CHF"
2014,59,"Hochfelden","Grundgebuehr",37.5,"CHF"
2013,59,"Hochfelden","Grundgebuehr",37.5,"CHF"
2012,59,"Hochfelden","Grundgebuehr",75,"CHF"
2011,59,"Hochfelden","Grundgebuehr",100,"CHF"
2010,59,"Hochfelden","Grundgebuehr",125,"CHF"
2009,59,"Hochfelden","Grundgebuehr",125,"CHF"
2008,59,"Hochfelden","Grundgebuehr",160,"CHF"
2007,59,"Hochfelden","Grundgebuehr",160,"CHF"
2006,59,"Hochfelden","Grundgebuehr",160,"CHF"
2005,59,"Hochfelden","Grundgebuehr",160,"CHF"
2004,59,"Hochfelden","Grundgebuehr",160,"CHF"
2003,59,"Hochfelden","Grundgebuehr",160,"CHF"
2002,59,"Hochfelden","Grundgebuehr",160,"CHF"
2001,59,"Hochfelden","Grundgebuehr",160,"CHF"
2000,59,"Hochfelden","Grundgebuehr",160,"CHF"
2022,59,"Hochfelden","35-L-Sack",1.65,"CHF"
2021,59,"Hochfelden","35-L-Sack",1.65,"CHF"
2020,59,"Hochfelden","35-L-Sack",1.65,"CHF"
2019,59,"Hochfelden","35-L-Sack",1.65,"CHF"
2018,59,"Hochfelden","35-L-Sack",1.65,"CHF"
2017,59,"Hochfelden","35-L-Sack",1.65,"CHF"
2016,59,"Hochfelden","35-L-Sack",1.8,"CHF"
2015,59,"Hochfelden","35-L-Sack",1.8,"CHF"
2014,59,"Hochfelden","35-L-Sack",1.8,"CHF"
2013,59,"Hochfelden","35-L-Sack",1.8,"CHF"
2012,59,"Hochfelden","35-L-Sack",1.8,"CHF"
2011,59,"Hochfelden","35-L-Sack",1.8,"CHF"
2010,59,"Hochfelden","35-L-Sack",1.8,"CHF"
2009,59,"Hochfelden","35-L-Sack",1.8,"CHF"
2008,59,"Hochfelden","35-L-Sack",1.8,"CHF"
2007,59,"Hochfelden","35-L-Sack",1.8,"CHF"
2006,59,"Hochfelden","35-L-Sack",1.8,"CHF"
2005,59,"Hochfelden","35-L-Sack",2.1,"CHF"
2004,59,"Hochfelden","35-L-Sack",2.1,"CHF"
2003,59,"Hochfelden","35-L-Sack",2.1,"CHF"
2002,59,"Hochfelden","35-L-Sack",2.95,"CHF"
2001,59,"Hochfelden","35-L-Sack",2.5,"CHF"
2000,59,"Hochfelden","35-L-Sack",2.95,"CHF"
2022,60,"Höri","Grundgebuehr",32.31,"CHF"
2021,60,"Höri","Grundgebuehr",32.31,"CHF"
2020,60,"Höri","Grundgebuehr",32.3,"CHF"
2019,60,"Höri","Grundgebuehr",37.2,"CHF"
2018,60,"Höri","Grundgebuehr",37.2,"CHF"
2017,60,"Höri","Grundgebuehr",32.4,"CHF"
2016,60,"Höri","Grundgebuehr",97.2,"CHF"
2015,60,"Höri","Grundgebuehr",97.2,"CHF"
2014,60,"Höri","Grundgebuehr",97.2,"CHF"
2013,60,"Höri","Grundgebuehr",97.2,"CHF"
2012,60,"Höri","Grundgebuehr",97.2,"CHF"
2011,60,"Höri","Grundgebuehr",97.2,"CHF"
2010,60,"Höri","Grundgebuehr",96.85,"CHF"
2009,60,"Höri","Grundgebuehr",96.85,"CHF"
2008,60,"Höri","Grundgebuehr",96.85,"CHF"
2007,60,"Höri","Grundgebuehr",96.85,"CHF"
2006,60,"Höri","Grundgebuehr",90,"CHF"
2005,60,"Höri","Grundgebuehr",90,"CHF"
2004,60,"Höri","Grundgebuehr",110,"CHF"
2003,60,"Höri","Grundgebuehr",110,"CHF"
2002,60,"Höri","Grundgebuehr",236.7,"CHF"
2001,60,"Höri","Grundgebuehr",236.7,"CHF"
2000,60,"Höri","Grundgebuehr",247.25,"CHF"
2022,60,"Höri","35-L-Sack",1.65,"CHF"
2021,60,"Höri","35-L-Sack",1.65,"CHF"
2020,60,"Höri","35-L-Sack",1.65,"CHF"
2019,60,"Höri","35-L-Sack",1.65,"CHF"
2018,60,"Höri","35-L-Sack",1.65,"CHF"
2017,60,"Höri","35-L-Sack",1.65,"CHF"
2016,60,"Höri","35-L-Sack",1.65,"CHF"
2015,60,"Höri","35-L-Sack",1.8,"CHF"
2014,60,"Höri","35-L-Sack",1.8,"CHF"
2013,60,"Höri","35-L-Sack",1.8,"CHF"
2012,60,"Höri","35-L-Sack",1.8,"CHF"
2011,60,"Höri","35-L-Sack",1.8,"CHF"
2010,60,"Höri","35-L-Sack",1.8,"CHF"
2009,60,"Höri","35-L-Sack",1.8,"CHF"
2008,60,"Höri","35-L-Sack",1.8,"CHF"
2007,60,"Höri","35-L-Sack",1.8,"CHF"
2006,60,"Höri","35-L-Sack",1.8,"CHF"
2005,60,"Höri","35-L-Sack",2.1,"CHF"
2004,60,"Höri","35-L-Sack",2.1,"CHF"
2003,60,"Höri","35-L-Sack",2.1,"CHF"
2002,60,"Höri","35-L-Sack",2.5,"CHF"
2001,60,"Höri","35-L-Sack",2.5,"CHF"
2000,60,"Höri","35-L-Sack",2.5,"CHF"
2022,61,"Hüntwangen","Grundgebuehr",66,"CHF"
2021,61,"Hüntwangen","Grundgebuehr",100,"CHF"
2020,61,"Hüntwangen","Grundgebuehr",100,"CHF"
2019,61,"Hüntwangen","Grundgebuehr",100,"CHF"
2018,61,"Hüntwangen","Grundgebuehr",100,"CHF"
2017,61,"Hüntwangen","Grundgebuehr",130,"CHF"
2016,61,"Hüntwangen","Grundgebuehr",130,"CHF"
2015,61,"Hüntwangen","Grundgebuehr",130,"CHF"
2014,61,"Hüntwangen","Grundgebuehr",130,"CHF"
2013,61,"Hüntwangen","Grundgebuehr",130,"CHF"
2012,61,"Hüntwangen","Grundgebuehr",130,"CHF"
2011,61,"Hüntwangen","Grundgebuehr",130,"CHF"
2010,61,"Hüntwangen","Grundgebuehr",130,"CHF"
2009,61,"Hüntwangen","Grundgebuehr",50,"CHF"
2008,61,"Hüntwangen","Grundgebuehr",50,"CHF"
2007,61,"Hüntwangen","Grundgebuehr",50,"CHF"
2006,61,"Hüntwangen","Grundgebuehr",50,"CHF"
2005,61,"Hüntwangen","Grundgebuehr",50,"CHF"
2004,61,"Hüntwangen","Grundgebuehr",50,"CHF"
2003,61,"Hüntwangen","Grundgebuehr",50,"CHF"
2002,61,"Hüntwangen","Grundgebuehr",50,"CHF"
2001,61,"Hüntwangen","Grundgebuehr",100,"CHF"
2000,61,"Hüntwangen","Grundgebuehr",100,"CHF"
2022,61,"Hüntwangen","35-L-Sack",1.65,"CHF"
2021,61,"Hüntwangen","35-L-Sack",1.65,"CHF"
2020,61,"Hüntwangen","35-L-Sack",1.65,"CHF"
2019,61,"Hüntwangen","35-L-Sack",1.65,"CHF"
2018,61,"Hüntwangen","35-L-Sack",1.65,"CHF"
2017,61,"Hüntwangen","35-L-Sack",1.65,"CHF"
2016,61,"Hüntwangen","35-L-Sack",1.8,"CHF"
2015,61,"Hüntwangen","35-L-Sack",1.8,"CHF"
2014,61,"Hüntwangen","35-L-Sack",1.8,"CHF"
2013,61,"Hüntwangen","35-L-Sack",1.8,"CHF"
2012,61,"Hüntwangen","35-L-Sack",1.8,"CHF"
2011,61,"Hüntwangen","35-L-Sack",1.8,"CHF"
2010,61,"Hüntwangen","35-L-Sack",1.8,"CHF"
2009,61,"Hüntwangen","35-L-Sack",1.8,"CHF"
2008,61,"Hüntwangen","35-L-Sack",1.8,"CHF"
2007,61,"Hüntwangen","35-L-Sack",1.8,"CHF"
2006,61,"Hüntwangen","35-L-Sack",1.8,"CHF"
2005,61,"Hüntwangen","35-L-Sack",2.1,"CHF"
2004,61,"Hüntwangen","35-L-Sack",2.1,"CHF"
2003,61,"Hüntwangen","35-L-Sack",2.1,"CHF"
2002,61,"Hüntwangen","35-L-Sack",2.5,"CHF"
2001,61,"Hüntwangen","35-L-Sack",2.5,"CHF"
2000,61,"Hüntwangen","35-L-Sack",2.5,"CHF"
2022,62,"Kloten","Grundgebuehr",96,"CHF"
2021,62,"Kloten","Grundgebuehr",96,"CHF"
2020,62,"Kloten","Grundgebuehr",75.39,"CHF"
2019,62,"Kloten","Grundgebuehr",75.39,"CHF"
2018,62,"Kloten","Grundgebuehr",75.39,"CHF"
2017,62,"Kloten","Grundgebuehr",43.2,"CHF"
2016,62,"Kloten","Grundgebuehr",43.2,"CHF"
2015,62,"Kloten","Grundgebuehr",43.2,"CHF"
2014,62,"Kloten","Grundgebuehr",43.2,"CHF"
2013,62,"Kloten","Grundgebuehr",43.2,"CHF"
2012,62,"Kloten","Grundgebuehr",43.2,"CHF"
2011,62,"Kloten","Grundgebuehr",43.2,"CHF"
2010,62,"Kloten","Grundgebuehr",43.05,"CHF"
2009,62,"Kloten","Grundgebuehr",65.1,"CHF"
2008,62,"Kloten","Grundgebuehr",65.1,"CHF"
2007,62,"Kloten","Grundgebuehr",65.1,"CHF"
2006,62,"Kloten","Grundgebuehr",60.5,"CHF"
2005,62,"Kloten","Grundgebuehr",65.1,"CHF"
2004,62,"Kloten","Grundgebuehr",65.1,"CHF"
2003,62,"Kloten","Grundgebuehr",130.2,"CHF"
2002,62,"Kloten","Grundgebuehr",130.2,"CHF"
2001,62,"Kloten","Grundgebuehr",130.2,"CHF"
2000,62,"Kloten","Grundgebuehr",179.6,"CHF"
2022,62,"Kloten","35-L-Sack",1.65,"CHF"
2021,62,"Kloten","35-L-Sack",1.65,"CHF"
2020,62,"Kloten","35-L-Sack",1.65,"CHF"
2019,62,"Kloten","35-L-Sack",1.65,"CHF"
2018,62,"Kloten","35-L-Sack",1.65,"CHF"
2017,62,"Kloten","35-L-Sack",1.65,"CHF"
2016,62,"Kloten","35-L-Sack",1.65,"CHF"
2015,62,"Kloten","35-L-Sack",1.8,"CHF"
2014,62,"Kloten","35-L-Sack",1.8,"CHF"
2013,62,"Kloten","35-L-Sack",1.8,"CHF"
2012,62,"Kloten","35-L-Sack",1.8,"CHF"
2011,62,"Kloten","35-L-Sack",1.8,"CHF"
2010,62,"Kloten","35-L-Sack",1.8,"CHF"
2009,62,"Kloten","35-L-Sack",1.8,"CHF"
2008,62,"Kloten","35-L-Sack",1.8,"CHF"
2007,62,"Kloten","35-L-Sack",1.8,"CHF"
2006,62,"Kloten","35-L-Sack",1.8,"CHF"
2005,62,"Kloten","35-L-Sack",2.1,"CHF"
2004,62,"Kloten","35-L-Sack",2.1,"CHF"
2003,62,"Kloten","35-L-Sack",2.1,"CHF"
2002,62,"Kloten","35-L-Sack",2.5,"CHF"
2001,62,"Kloten","35-L-Sack",2.5,"CHF"
2000,62,"Kloten","35-L-Sack",2.5,"CHF"
2022,63,"Lufingen","Grundgebuehr",95,"CHF"
2021,63,"Lufingen","Grundgebuehr",95,"CHF"
2020,63,"Lufingen","Grundgebuehr",95,"CHF"
